STAID,STANAME,CN,LAT,LON,HGHT,LAT_dec,LON_dec
7864,INARI RAJA-JOOSEPPI AKUJARVI,FI,+68:28:18,+028:19:27,185,68.47166666666666,28.324166666666667
7865,INARI RAJAJOOSEPPI,FI,+68:28:39,+028:18:19,253,68.4775,28.30527777777778
7866,SALLA TUNTSA,FI,+67:34:00,+029:46:59,280,67.56666666666666,29.783055555555556
7867,SAVUKOSKI KEMIHAARA RJV,FI,+67:58:00,+029:00:00,230,67.96666666666667,29.0
7868,SALLA VARRIOTUNTURI,FI,+67:44:51,+029:36:54,370,67.7475,29.615000000000002
7869,SAVUKOSKI AINIJARVI,FI,+67:46:00,+029:27:00,273,67.76666666666667,29.45
7870,ENONTEKIO KILPISJARVI,FI,+69:03:00,+020:48:00,483,69.05,20.8
7871,ENONTEKIO KELOTTIJARVI IITTO,FI,+68:45:00,+021:25:00,415,68.75,21.416666666666668
7872,ENONTEKIO KILPISJARVI KYLAKESKUS,FI,+69:02:54,+020:47:44,480,69.04833333333333,20.795555555555556
7873,ENONTEKIO KILPISJARVI SAANA,FI,+69:02:31,+020:51:28,1007,69.04194444444444,20.85777777777778
7874,ENONTEKIO KELOTTIJARVI MUNNIKURKKIO,FI,+68:58:00,+022:07:59,465,68.96666666666667,22.133055555555558
7875,ENONTEKIO NAKKALA,FI,+68:36:09,+023:34:49,370,68.60249999999999,23.580277777777777
7876,ENONTEKIO PALOJARVI,FI,+68:34:15,+023:20:21,356,68.57083333333333,23.339166666666664
7877,ENONTEKIO KALMANKALTIO,FI,+68:30:00,+024:43:59,330,68.5,24.733055555555556
7878,UTSJOKI OUTAKOSKI,FI,+69:34:59,+025:58:00,122,69.58305555555555,25.966666666666665
7879,INARI ANGELI,FI,+68:54:33,+025:39:59,203,68.90916666666668,25.66638888888889
7880,UTSJOKI KARIGASNIEMI,FI,+69:25:54,+025:49:10,148,69.43166666666667,25.819444444444443
7881,INARI ANGELI LINTUPUOLISELKA,FI,+68:54:09,+025:44:26,285,68.9025,25.740555555555556
7882,INARI PAADAR,FI,+68:46:00,+026:13:59,200,68.76666666666667,26.233055555555556
7883,INARI RIUTULA,FI,+68:55:59,+026:49:00,148,68.93305555555555,26.816666666666666
7884,INARI SOLOJARVI,FI,+68:52:00,+026:49:59,145,68.86666666666666,26.833055555555557
7886,INARI TOIVONIEMI,FI,+69:04:01,+027:07:22,152,69.06694444444445,27.122777777777777
7887,UTSJOKI KEVO-1,FI,+69:45:20,+027:00:43,107,69.75555555555556,27.011944444444445
7888,UTSJOKI NUORGAM,FI,+70:04:53,+027:54:02,22,70.08138888888888,27.900555555555552
7889,INARI IVALO,FI,+68:40:10,+027:34:15,123,68.66944444444445,27.570833333333333
7890,INARI PARTAKKO,FI,+69:10:59,+027:55:00,120,69.18305555555555,27.916666666666668
7891,INARI PIKKU-SAYTSJARVI,FI,+69:24:00,+027:16:00,228,69.4,27.266666666666666
7892,UTSJOKI LEPPALA,FI,+69:39:47,+027:04:41,110,69.66305555555556,27.078055555555554
7893,INARI VAYLA,FI,+69:04:17,+027:29:47,122,69.07138888888889,27.49638888888889
7895,IVALO LENTOASEMA,FI,+68:36:29,+027:25:59,144,68.60805555555555,27.43305555555556
7896,UTSJOKI KEVO,FI,+69:45:20,+027:00:43,107,69.75555555555556,27.011944444444445
7897,INARI KIRKONKYLA,FI,+68:54:19,+027:01:05,128,68.90527777777778,27.018055555555556
7898,INARI KAAMANEN,FI,+69:08:25,+027:16:12,156,69.14027777777778,27.27
7899,INARI SEITALAASSA,FI,+69:02:52,+027:45:39,120,69.04777777777778,27.760833333333334
7900,UTSJOKI KEVO KEVOJARVI,FI,+69:45:24,+027:00:54,76,69.75666666666666,27.015
7901,INARI NELLIM-1,FI,+68:50:54,+028:18:11,120,68.84833333333333,28.303055555555556
7902,INARI SEVETTIJARVI-1,FI,+69:33:00,+028:37:59,96,69.55,28.633055555555558
7903,INARI SEVETTIJARVI,FI,+69:30:26,+028:35:51,100,69.50722222222223,28.5975
7904,INARI NELLIM,FI,+68:50:56,+028:18:14,123,68.84888888888888,28.30388888888889
7905,INARI KIRAKKAJARVI SANILANLAMPI,FI,+69:34:32,+028:50:51,130,69.57555555555555,28.8475
7907,INARI KIRAKKAJARVI,FI,+69:34:54,+028:53:57,103,69.58166666666666,28.899166666666666
7908,INARI NAATAMO,FI,+69:40:09,+029:05:48,85,69.66916666666667,29.096666666666664
7962,DUNDAS,GL,+76:34:00,-068:48:00,21,76.56666666666666,-67.2
7963,QAANAAQ,GL,+77:28:00,-069:13:00,16,77.46666666666667,-68.78333333333333
7964,PITUFFIK,GL,+76:31:59,-068:45:00,77,76.53305555555555,-67.25
7965,KITSISSUT,GL,+76:37:59,-073:00:00,11,76.63305555555554,-73.0
7966,MITT. QAANAAQ,GL,+77:28:59,-069:22:59,16,77.48305555555555,-68.61694444444446
7967,HALL LAND,GL,+81:40:59,-059:57:00,105,81.68305555555555,-58.05
7968,KITSISSORSUIT,GL,+74:01:59,-057:49:00,40,74.03305555555555,-56.18333333333333
7969,UPERNAVIK AWS,GL,+72:46:59,-056:10:00,63,72.78305555555555,-55.833333333333336
7970,UPERNAVIK,GL,+72:46:59,-056:10:00,120,72.78305555555555,-55.833333333333336
7971,MITT. UPERNAVIK,GL,+72:46:59,-056:07:59,126,72.78305555555555,-55.86694444444444
7972,UUMMANNAQ HELI.,GL,+70:40:59,-052:07:00,2,70.68305555555555,-51.88333333333333
7973,MITT. QAARSUT,GL,+70:43:59,-052:42:00,88,70.73305555555555,-51.3
7974,QULLITSAT,GL,+70:03:00,-052:51:00,2,70.05,-51.15
7975,NUUSSUAQ,GL,+70:40:59,-054:37:00,27,70.68305555555555,-53.38333333333333
7976,QASIGIANNGUIT HELI.,GL,+68:49:00,-051:10:00,24,68.81666666666666,-50.833333333333336
7977,QEQERTARSUAQ,GL,+69:13:59,-053:31:00,24,69.23305555555555,-52.483333333333334
7978,QEQERTARSUAQ HELI.,GL,+69:15:00,-053:31:59,11,69.25,-52.466944444444444
7979,AASIAAT,GL,+68:42:00,-052:45:00,43,68.7,-51.25
7980,MITT. AASIAAT,GL,+68:43:00,-052:46:59,23,68.71666666666667,-51.216944444444444
7981,KITSISSUT/ATTU,GL,+67:46:59,-053:58:00,12,67.78305555555555,-52.03333333333333
7982,SISIMIUT,GL,+66:55:00,-053:40:00,12,66.91666666666667,-52.333333333333336
7983,KANGERLUSSUAQ,GL,+67:01:00,-050:42:00,50,67.01666666666667,-49.3
7984,MITT. SISIMIUT,GL,+66:57:00,-053:43:00,10,66.95,-52.28333333333333
7985,DYE 1,GL,+66:37:59,-052:52:00,1439,66.63305555555554,-51.13333333333333
8013,KAP MORRIS JESUP,GL,+83:39:00,-033:22:00,4,83.65,-32.63333333333333
8014,KAP HARALD MOLTKE,GL,+82:09:00,-029:55:00,4,82.15,-28.083333333333332
8015,STATION NORD,GL,+81:36:00,-016:38:59,36,81.6,-15.350277777777778
8016,STATION NORD AWS,GL,+81:36:00,-016:40:00,34,81.6,-15.333333333333334
8017,HENRIK KROYER HOLME,GL,+80:39:00,-013:43:00,10,80.65,-12.283333333333333
8018,DANEBORG,GL,+74:18:00,-020:13:00,44,74.3,-19.783333333333335
8019,MESTERSVIG,GL,+72:15:00,-023:54:00,16,72.25,-22.1
8020,ITTOQQORTOORMIIT,GL,+70:28:59,-021:57:00,70,70.48305555555555,-20.05
8021,UUNARTEQ,GL,+70:25:00,-021:58:00,41,70.41666666666667,-20.033333333333335
8022,MITT. NERLERIT INAAT,GL,+70:45:00,-022:39:00,13,70.75,-21.35
8023,JAMESON LAND,GL,+71:10:59,-023:37:00,261,71.18305555555555,-22.383333333333333
8024,APUTITEEQ,GL,+67:46:59,-032:17:59,13,67.78305555555555,-31.700277777777774
8033,RENLAND,GL,+71:30:00,-026:31:59,2320,71.5,-25.466944444444444
8034,SUMMIT-1,GL,+72:34:59,-037:37:59,3250,72.58305555555555,-36.36694444444444
8035,SUMMIT-2,GL,+72:34:59,-038:27:00,3202,72.58305555555555,-37.55
8039,VIZE,RU,+79:30:00,+076:58:59,10,79.5,76.98305555555555
8040,GOLOMYANNY'J,RU,+79:33:00,+090:37:00,7,79.55,90.61666666666666
8041,RUSSKIJ,RU,+77:10:00,+096:25:59,9,77.16666666666667,96.43305555555555
8044,STERLEGOVA,RU,+75:25:00,+088:54:00,10,75.41666666666667,88.9
8045,IM. E.K.FEDOROVA,RU,+70:27:00,+059:04:59,13,70.45,59.08305555555556
8046,VOLOCHANKA,RU,+70:58:00,+094:30:00,37,70.96666666666667,94.5
8048,KOTEL'NY'J,RU,+76:00:00,+137:52:00,12,76.0,137.86666666666667
8049,TERPYAJ-TUMSA,RU,+73:33:00,+118:40:00,12,73.55,118.66666666666667
8050,SHALAUROVA,RU,+73:10:59,+143:13:59,21,73.18305555555555,143.23305555555555
8051,SASKY'LAX,RU,+71:58:00,+114:04:59,16,71.96666666666667,114.08305555555555
8052,TIKSI,RU,+71:34:59,+128:55:00,6,71.58305555555555,128.91666666666666
8054,KYUSYUR,RU,+70:40:59,+127:24:00,30,70.68305555555555,127.4
8055,YUBILEJNAYA,RU,+70:46:00,+136:13:00,23,70.76666666666667,136.21666666666667
8056,VAJDA GUBA,RU,+69:55:59,+031:58:59,8,69.93305555555555,31.983055555555556
8057,POLYARNOE,RU,+69:12:00,+033:28:59,32,69.2,33.48305555555556
8058,KOLGUEV SEVERNY'J,RU,+69:31:59,+049:04:59,23,69.53305555555555,49.08305555555556
8059,YANISKOSKI,RU,+68:58:00,+028:46:59,99,68.96666666666667,28.783055555555556
8060,KOVDOR,RU,+67:34:00,+030:27:00,246,67.56666666666666,30.45
8061,KANEVKA,RU,+67:07:59,+039:40:00,149,67.13305555555554,39.666666666666664
8063,AMDERMA,RU,+69:45:00,+061:42:00,53,69.75,61.7
8064,ANTIPAYUTA,RU,+69:04:59,+076:51:00,2,69.08305555555555,76.85
8065,DUDINKA,RU,+69:24:00,+086:10:00,14,69.4,86.16666666666667
8067,MY'S KONSTANTINOVSKIJ,RU,+68:33:00,+055:30:00,5,68.55,55.5
8068,ELEсKAYA,RU,+67:03:00,+064:04:00,113,67.05,64.06666666666666
8069,TAZOVSK,RU,+67:28:00,+078:43:59,26,67.46666666666667,78.73305555555555
8070,IGARKA,RU,+67:28:00,+086:34:00,20,67.46666666666667,86.56666666666666
8071,RA-IZ,RU,+66:54:00,+065:40:00,895,66.9,65.66666666666667
8072,NY'DA,RU,+66:37:59,+072:55:59,5,66.63305555555554,72.93305555555555
8073,SIDOROVSK,RU,+66:35:59,+082:18:00,34,66.59972222222221,82.3
8074,AGATA,RU,+66:52:59,+093:28:00,277,66.88305555555554,93.46666666666667
8094,DEPUTATSKIJ,RU,+69:19:59,+139:40:00,282,69.33305555555555,139.66666666666666
8095,ESSEJ,RU,+68:28:00,+102:22:00,272,68.46666666666667,102.36666666666666
8096,SUXANA,RU,+68:37:00,+118:19:59,78,68.61666666666666,118.33305555555555
8097,DZHARDZHAN,RU,+68:43:59,+124:00:00,38,68.73305555555555,124.0
8099,UST'-CHARKY',RU,+66:48:00,+136:40:59,274,66.8,136.68305555555554
8128,BUXTA AMBARCHIK,RU,+69:37:00,+162:18:00,24,69.61666666666666,162.3
8129,OSTROV AJON,RU,+69:55:59,+167:58:59,13,69.93305555555555,167.98305555555555
8130,MY'S BILLINGS,RU,+69:52:59,+175:46:00,2,69.88305555555554,175.76666666666668
8132,OSTROVNOE,RU,+68:07:00,+164:10:00,98,68.11666666666666,164.16666666666666
8133,SREDNEKOLY'MSK,RU,+67:27:00,+153:43:00,20,67.45,153.71666666666667
8134,ILIRNEJ,RU,+67:15:00,+167:58:00,352,67.25,167.96666666666667
8135,MY'S VANKAREM,RU,+67:49:59,+184:10:00,3,67.83305555555555,184.16666666666666
8138,AMGUE'MA,RU,+67:01:00,+181:04:00,139,67.01666666666667,181.06666666666666
8350,DZHALINDA,RU,+70:07:59,+113:58:00,61,70.13305555555554,113.96666666666667
11095,NARVIK-FAGERNESFJELLET,NO,+68:25:15,+017:28:49,1000,68.42083333333333,17.480277777777776
11096,SORTLAND-KLEIVA,NO,+68:38:53,+015:16:58,14,68.64805555555556,15.28277777777778
11123,NORDFJORDNES,NO,+66:34:00,+013:28:59,14,66.56666666666666,13.483055555555556
11124,MYKEN,NO,+66:45:38,+012:28:39,19,66.76055555555556,12.477500000000001
11125,BEIARN,NO,+67:00:00,+014:34:59,5,67.0,14.583055555555555
11126,GRADDIS FJELLSTUE,NO,+66:45:00,+015:45:00,429,66.75,15.75
11127,HELLIGVAER,NO,+67:25:32,+013:55:28,14,67.42555555555556,13.924444444444443
11128,SORFOLD,NO,+67:32:03,+015:28:21,21,67.53416666666666,15.4725
11129,GROTOY,NO,+67:49:59,+014:46:59,6,67.83305555555555,14.783055555555556
11130,KRAKMO,NO,+67:47:35,+015:59:13,76,67.79305555555555,15.986944444444443
11131,DRAG I TYSFJORD,NO,+68:02:47,+016:02:02,60,68.04638888888888,16.03388888888889
11132,SKJOMEN,NO,+68:10:59,+017:33:00,56,68.18305555555555,17.55
11133,ANKENES,NO,+68:22:31,+017:24:48,249,68.37527777777777,17.41333333333333
11134,NARVIK II,NO,+68:28:08,+017:29:31,32,68.46888888888888,17.491944444444446
11135,KANSTADBOTN III,NO,+68:30:00,+015:52:59,9,68.5,15.883055555555556
11136,GLAPEN FYR,NO,+67:52:59,+013:03:00,31,67.88305555555554,13.05
11137,SKOMVAER FYR,NO,+67:24:37,+011:52:23,18,67.41027777777778,11.873055555555556
11138,KVALNES I LOFOTEN,NO,+68:20:33,+013:57:52,10,68.3425,13.964444444444444
11139,SIGERFJORD II,NO,+68:37:00,+015:36:00,9,68.61666666666666,15.6
11140,ANDENES,NO,+69:19:24,+016:07:12,5,69.32333333333332,16.12
16315,CAPE BARANOVA,RU,+79:16:12,+101:45:00,-999,79.27,101.75
18011,NORDNESFJELLET,NO,+69:34:26,+020:25:31,697,69.57388888888889,20.42527777777778
18012,MAZE - RUOGONJARGA,NO,+69:27:20,+023:41:40,277,69.45555555555556,23.694444444444446
18020,TROMSO - HOLT,NO,+69:39:14,+018:54:33,20,69.6538888888889,18.909166666666664
18022,PASVIK - SVANVIK,NO,+69:27:19,+030:02:27,27,69.45527777777778,30.040833333333335
18024,GAMANJUNNI,NO,+69:27:29,+020:37:08,1237,69.45805555555556,20.61888888888889
18034,TORVHAUGDALEN,NO,+70:18:21,+029:06:01,268,70.30583333333333,29.10027777777778
18041,PLATABERGET III,NO,+78:13:40,+015:22:41,450,78.22777777777777,15.378055555555555
18046,MYKEN,NO,+66:45:46,+012:29:09,17,66.76277777777777,12.485833333333332
18048,REINHAUGEN,NO,+70:20:08,+028:57:52,470,70.33555555555554,28.964444444444442
18058,ISKORAS II,NO,+69:18:01,+025:20:45,591,69.30027777777778,25.34583333333333
18060,SJUFJELLET,NO,+69:06:09,+019:32:39,1020,69.10249999999999,19.54416666666667
18062,ANSTADBLAHEIA,NO,+68:43:05,+015:18:39,500,68.71805555555555,15.310833333333335
18063,LOSISTUA,NO,+68:11:26,+017:47:26,740,68.19055555555556,17.790555555555557
18070,BERGEBYDALEN,NO,+70:13:36,+028:57:23,150,70.22666666666667,28.95638888888889
18072,VALNESFJORD,NO,+67:16:35,+015:06:06,20,67.27638888888889,15.101666666666667
18079,REIPA,NO,+66:54:12,+013:38:45,9,66.90333333333334,13.645833333333332
18083,BIRTAVARRE - HOLMEN,NO,+69:28:49,+020:52:09,20,69.48027777777779,20.86916666666667
18088,ROEST LUFTHAVN,NO,+67:31:36,+012:06:14,4,67.52666666666667,12.10388888888889
18091,SORTLAND,NO,+68:42:11,+015:24:56,3,68.70305555555557,15.415555555555557
18099,PYRAMIDEN,NO,+78:39:20,+016:21:37,20,78.65555555555557,16.360277777777778
18101,STAKKEVOLLAN,NO,+69:41:39,+018:58:54,80,69.69416666666667,18.981666666666666
18103,HORNSUND,NO,+77:00:06,+015:32:08,10,77.00166666666667,15.535555555555556
18108,TANA BRU,NO,+70:12:43,+028:09:32,32,70.21194444444444,28.15888888888889
18110,SANDHORNOEYA - VATVIKFJELLET,NO,+67:05:35,+014:09:59,600,67.09305555555555,14.16638888888889
18112,LENANGSSTRAUMEN,NO,+69:53:29,+020:08:18,45,69.8913888888889,20.138333333333332
18115,HASVIK LUFTHAVN,NO,+70:29:11,+022:08:44,6,70.4863888888889,22.145555555555553
18123,TROMSDALEN,NO,+69:39:02,+019:00:23,3,69.65055555555556,19.00638888888889
18129,BATSFJORD - STRAUMSNESAKSLA,NO,+70:36:10,+029:42:00,152,70.60277777777777,29.7
18131,SKIBOTN II,NO,+69:23:15,+020:16:55,20,69.3875,20.281944444444445
18135,LYNGEN - GJERDELVDALEN,NO,+69:33:34,+020:09:06,670,69.55944444444444,20.151666666666664
18140,ROTVAER,NO,+68:22:05,+015:56:35,8,68.36805555555554,15.943055555555556
18145,ADVENTDALEN,NO,+78:12:07,+015:49:51,15,78.20194444444445,15.830833333333333
18148,MALANGEN - PALFINNMOEN,NO,+69:24:50,+018:40:37,124,69.41388888888889,18.676944444444445
18151,MANNDALEN - VADDJA,NO,+69:28:19,+020:31:36,72,69.47194444444445,20.526666666666667
18160,VERLEGENHUKEN,NO,+80:03:33,+016:15:00,8,80.05916666666667,16.25
18165,ROGNSUNDET,NO,+70:24:38,+022:49:04,18,70.41055555555556,22.817777777777778
18173,TAMOKDALEN,NO,+69:05:36,+019:37:40,230,69.09333333333333,19.62777777777778
18175,OEKSFJORD - DEALLJA,NO,+70:10:22,+022:20:29,560,70.17277777777778,22.341388888888886
18181,SVEAGRUVA II,NO,+77:54:06,+016:42:43,50,77.90166666666667,16.711944444444445
18182,EDGEOEYA - KAPP HEUGLIN,NO,+78:15:02,+022:49:21,14,78.25055555555555,22.822499999999998
18188,NUVSVAG,NO,+70:14:12,+022:04:14,27,70.23666666666666,22.070555555555554
18190,HASVIK - SLUSKFJELLET,NO,+70:36:24,+022:26:34,438,70.60666666666665,22.442777777777778
18193,KVALOEYSLETTA,NO,+69:41:56,+018:52:37,63,69.69888888888889,18.876944444444444
18198,RIHPOJAVRI,NO,+69:13:24,+020:34:45,502,69.22333333333333,20.579166666666666
18201,KIRKENES LUFTHAVN,NO,+69:43:32,+029:53:52,89,69.72555555555556,29.897777777777776
18202,AKSELOEYA,NO,+77:41:25,+014:45:47,20,77.69027777777778,14.763055555555555
18203,NARVIK SENTRUM,NO,+68:26:13,+017:25:15,31,68.43694444444445,17.420833333333334
18212,KVITOEYA,NO,+80:06:20,+031:27:51,10,80.10555555555555,31.464166666666667
18214,FAKKEN,NO,+70:06:15,+020:06:51,57,70.10416666666666,20.11416666666667
18223,ARNOEYA - TROLLTINDEN,NO,+70:04:30,+020:25:51,850,70.075,20.430833333333336
18228,HELLIGVAER II,NO,+67:24:16,+013:53:44,24,67.40444444444445,13.895555555555555
18235,ANDOEYA - TROLLTINDEN,NO,+69:14:29,+016:00:11,436,69.24138888888889,16.003055555555555
18236,VARDOE LUFTHAVN,NO,+70:21:15,+031:02:38,12,70.35416666666666,31.04388888888889
18238,SALTDAL - NORDNES,NO,+66:56:12,+015:18:56,39,66.93666666666667,15.315555555555557
18239,VAEROEY HELIPORT,NO,+67:39:10,+012:43:22,4,67.65277777777779,12.722777777777777
18242,BANAK,NO,+70:03:36,+024:59:24,5,70.06,24.990000000000002
18244,SETSA,NO,+67:09:56,+015:29:08,7,67.16555555555556,15.485555555555555
18251,DIVIDALEN II,NO,+68:46:54,+019:42:06,204,68.78166666666667,19.701666666666664
18253,NYRUD,NO,+69:08:48,+029:14:38,56,69.14666666666668,29.24388888888889
18254,KATTERAT,NO,+68:23:57,+017:57:57,365,68.39916666666667,17.965833333333332
18258,KARL XII-OEYA,NO,+80:39:11,+025:00:29,5,80.65305555555557,25.008055555555554
18260,KONGSOEYA,NO,+78:54:38,+028:53:30,20,78.91055555555556,28.891666666666666
18262,BOE I VESTERALEN III,NO,+68:36:24,+014:25:59,8,68.60666666666665,14.433055555555555
18265,KANSTADBOTN,NO,+68:31:01,+015:52:36,6,68.51694444444445,15.876666666666667
18269,LOEKVOLLEN,NO,+69:32:30,+020:33:02,14,69.54166666666667,20.550555555555555
18272,LANGFJORDJOEKELEN,NO,+70:07:22,+021:43:19,915,70.12277777777777,21.721944444444443
18274,SAETERTINDEN VED TJELDSUNDET,NO,+68:35:11,+016:21:38,1095,68.58638888888889,16.360555555555557
18280,KISTEFJELL,NO,+69:17:22,+018:07:44,982,69.28944444444444,18.128888888888888
18290,STRAUMSNES,NO,+68:25:54,+017:39:42,200,68.43166666666667,17.661666666666665
18291,LYNGEN - GJERDVASSBU,NO,+69:33:32,+020:05:38,710,69.55888888888889,20.093888888888888
18294,SOERKAPPOEYA,NO,+76:28:40,+016:32:56,10,76.47777777777777,16.54888888888889
18295,HARSTAD STADION,NO,+68:48:10,+016:32:13,45,68.80277777777778,16.536944444444448
18296,GLOMFJORD - SKIHYTTA,NO,+66:49:39,+013:56:53,520,66.8275,13.948055555555555
18297,MORTENHALSSKOLTEN,NO,+69:25:22,+018:37:14,740,69.42277777777778,18.620555555555555
18304,LOENSDAL STASJON,NO,+66:44:36,+015:27:46,520,66.74333333333334,15.462777777777777
18312,MASVIK,NO,+69:59:25,+018:41:38,26,69.99027777777778,18.69388888888889
18317,BJOERNFJELL,NO,+68:25:55,+018:04:36,512,68.43194444444445,18.076666666666668
18323,SISOVATNET,NO,+67:20:00,+015:49:41,665,67.33333333333333,15.828055555555554
18340,E6 HEIA,NO,+69:08:40,+019:03:01,230,69.14444444444445,19.05027777777778
18353,BODOE - SKIVIKA,NO,+67:18:29,+014:25:50,5,67.30805555555555,14.430555555555555
18355,E75 KOMAGVAER,NO,+70:14:43,+030:31:49,25,70.24527777777777,30.530277777777776
18359,E6 GANDVIKBAKKEN,NO,+70:01:40,+029:07:49,84,70.02777777777777,29.130277777777778
18364,GLOMFJORD - TVERRFJELLET,NO,+66:49:49,+013:54:24,930,66.83027777777778,13.906666666666666
18367,E69 NORDKAPP,NO,+71:09:27,+025:46:27,296,71.1575,25.774166666666666
18372,E6 GRATANGSFJELLET,NO,+68:40:31,+017:54:19,344,68.67527777777778,17.905277777777776
18375,FV863 GAMNES,NO,+69:54:11,+019:28:24,8,69.90305555555557,19.473333333333333
18376,FV98 IFJORDFJELLET,NO,+70:25:38,+027:35:29,357,70.42722222222223,27.591388888888886
18386,FV890 GEDNJE,NO,+70:31:45,+029:05:30,225,70.52916666666667,29.091666666666665
18387,E10 GIMSOEYSTRAUMEN BRU,NO,+68:15:46,+014:14:58,20,68.26277777777777,14.249444444444444
18398,FV86 ANDSVANNET,NO,+69:05:30,+018:17:49,170,69.09166666666667,18.296944444444446
18412,RV80 HUNSTAD,NO,+67:16:41,+014:31:01,25,67.27805555555555,14.516944444444444
18419,RV80 NORDVIKA,NO,+67:19:51,+015:09:42,5,67.33083333333333,15.161666666666667
18425,E8 SANDVIKEIDET,NO,+69:32:47,+019:00:30,80,69.54638888888888,19.008333333333333
18437,E10 BJOERNFJELL,NO,+68:26:09,+018:06:12,499,68.43583333333333,18.103333333333335
18439,GOLIAT FPSO,NO,+71:18:39,+022:15:00,46,71.31083333333333,22.25
18445,FV866 SKATTOERSUND,NO,+70:00:11,+020:53:54,25,70.00305555555556,20.898333333333333
18451,E6 KRAKMOFJELLET,NO,+67:44:47,+015:54:51,326,67.74638888888889,15.914166666666667
18460,FV915 BOE,NO,+68:46:51,+014:29:22,8,68.78083333333333,14.489444444444443
18470,E10 TROLLVIKDAL,NO,+68:31:48,+017:25:32,170,68.53,17.425555555555558
18473,FV889 SELVIKHOEYDEN,NO,+70:56:07,+024:40:17,127,70.93527777777778,24.67138888888889
18474,E6 NORDNES,NO,+69:35:05,+020:23:56,18,69.58472222222221,20.398888888888887
18476,E6 OESE,NO,+68:37:14,+017:39:05,280,68.62055555555555,17.65138888888889
18477,FV812 HOGNDALEN,NO,+67:12:12,+014:49:06,93,67.20333333333333,14.818333333333333
18481,FV17 TORSVIKA,NO,+66:52:53,+013:40:03,10,66.88138888888888,13.667499999999999
18488,E6 SKJELLESVIKSKARET,NO,+68:15:23,+016:23:43,252,68.25638888888889,16.39527777777778
18491,FV862 SENJAHOPEN,NO,+69:29:56,+017:30:39,20,69.49888888888889,17.510833333333334
18496,E8 BOSSOVARRI,NO,+69:07:06,+020:44:44,545,69.11833333333333,20.745555555555555
18501,E6 HALOGALANDSBRUA,NO,+68:28:05,+017:28:54,44,68.46805555555555,17.481666666666666
18512,FV472 SANDHORNOEYA,NO,+67:05:00,+014:12:27,62,67.08333333333333,14.2075
18536,E6 LANGFJORDBOTN,NO,+70:02:22,+022:15:25,40,70.03944444444444,22.256944444444443
18539,RV85 LANGVASSBUKT,NO,+68:37:04,+015:45:33,30,68.61777777777777,15.759166666666667
18545,RV80 BERTNES,NO,+67:17:16,+014:35:35,30,67.28777777777778,14.593055555555557
18546,E8 GARDEBORGBAKKEN,NO,+69:10:54,+020:45:01,408,69.18166666666667,20.75027777777778
18549,E6 DJUPVIK,NO,+69:45:12,+020:30:21,55,69.75333333333333,20.50583333333333
18551,E10 KAKERNBRUA,NO,+68:01:06,+013:10:49,20,68.01833333333333,13.180277777777777
18558,FV835 ENGELOEYBRUA,NO,+67:54:10,+015:10:58,20,67.90277777777779,15.182777777777778
18562,E8 LAVANGSDALEN,NO,+69:26:02,+019:15:38,69,69.43388888888889,19.260555555555555
18569,RV94 SKJAHOLMEN,NO,+70:32:44,+023:43:49,25,70.54555555555555,23.730277777777776
18611,E10 SKITDALSHOEGDA,NO,+68:30:57,+017:52:20,400,68.51583333333333,17.872222222222224
18619,E10 TJELDSUND BRU,NO,+68:37:40,+016:34:59,20,68.62777777777777,16.583055555555557
18622,FV82 KJOELHAGEN,NO,+69:16:15,+016:02:25,45,69.27083333333333,16.040277777777778
18631,E6 KVAENANGSFJELLET,NO,+69:53:52,+021:36:25,390,69.89777777777779,21.606944444444444
18632,FV848 FORNES,NO,+68:52:10,+017:28:44,8,68.86944444444444,17.478888888888886
18635,FV888 STORE REINOKSEVATN,NO,+70:43:40,+027:29:48,338,70.72777777777777,27.496666666666666
18645,E6 KIRKENES SYD,NO,+69:41:13,+030:00:18,60,69.68694444444445,30.005
18650,E8 GALGO,NO,+69:08:48,+020:44:48,510,69.14666666666668,20.746666666666666
18654,FV866 MAURSUND,NO,+69:56:12,+020:54:50,5,69.93666666666667,20.913888888888888
18659,ENGABREEN - SKJAERET,NO,+66:38:35,+013:55:46,1362,66.64305555555556,13.929444444444444
18680,FV84 GUMPEN,NO,+69:04:18,+017:57:47,175,69.07166666666666,17.963055555555556
18694,E8 HALSEBAKKAN NEDRE,NO,+69:17:07,+020:27:56,148,69.28527777777778,20.465555555555554
18695,E10 AKKARVIKA,NO,+67:57:46,+013:09:15,54,67.96277777777777,13.154166666666667
18700,E6 TUSSVIKA,NO,+67:13:23,+015:24:45,90,67.22305555555556,15.4125
18706,FV91 BREIVIKEIDET,NO,+69:39:21,+019:34:04,20,69.65583333333333,19.567777777777778
18713,FV347 ARNOEYA,NO,+70:03:57,+020:33:52,30,70.06583333333333,20.564444444444444
18718,E6 SENNALANDET,NO,+70:10:50,+023:56:29,339,70.18055555555556,23.941388888888888
18721,RV77 GRADDIS,NO,+66:45:09,+015:49:22,601,66.7525,15.822777777777777
18722,E6 SKJOMENBRUA,NO,+68:22:15,+017:14:38,30,68.37083333333332,17.24388888888889
18725,E6 BARTA,NO,+69:45:23,+026:08:44,120,69.75638888888889,26.145555555555553
18726,E69 VEDBOTN,NO,+70:46:35,+025:37:46,10,70.77638888888889,25.629444444444445
